Strandgade 30C 3. th,8700 Horsens,650.000,28-12-2021,49 ,13.265,1925
Borgergade 58A,7140 Stouby,700.000,28-12-2021,44 ,15.909,1870
Borgergade 58B,7140 Stouby,700.000,28-12-2021,92 ,7.609,1870
Lyngbyvej 32E 10. tv,2100 København Ø,3.900.000,28-12-2021,93 ,41.935,1972
Toftehaven 18,9620 Aalestrup,1.150.000,28-12-2021,100 ,11.500,2013
Tillitsevej 23,4983 Dannemare,800.000,27-12-2021,180 ,4.444,1894
Øverødvej 56,2840 Holte,7.056.500,27-12-2021,120 ,58.804,1931
Langelandsvej 17 4. tv,2000 Frederiksberg,35.000.000,27-12-2021,127 ,275.591,1895
Aastrupvej 60,4850 Stubbekøbing,200.000,27-12-2021,90 ,2.222,1890
Marbækvej 34,3600 Frederikssund,2.100.000,27-12-2021,182 ,11.538,1925
Naffet 6 kl,6100 Haderslev,1.300.000,27-12-2021,63 ,20.635,1775
Naffet 6 1,6100 Haderslev,1.300.000,27-12-2021,54 ,24.074,1775
Naffet 6 st,6100 Haderslev,1.300.000,27-12-2021,63 ,20.635,1775
Hasselvej 62,2740 Skovlunde,3.700.000,27-12-2021,111 ,33.333,1965
Østervej 4A,4673 Rødvig Stevns,800.000,27-12-2021,56 ,14.286,1982
Vildrosevej 2,4760 Vordingborg,450.000,27-12-2021,31 ,14.516,1972
Ved Dammen 7,3480 Fredensborg,3.350.000,27-12-2021,76 ,44.079,1887
Besservej 35 1,8305 Samsø,1.995.000,27-12-2021,135 ,14.778,1939
Toftebæksvej 52 1. tv,2800 Kongens Lyngby,2.650.000,27-12-2021,66 ,40.152,1931
Birkevang 46,2830 Virum,3.995.000,27-12-2021,78 ,51.218,1939
Pile Alle 2,7860 Spøttrup,200.000,27-12-2021,89 ,2.247,1960
Abildgården 23,3390 Hundested,1.650.000,27-12-2021,89 ,18.539,1964
Anders Larsensvej 163,4300 Holbæk,850.000,27-12-2021,80 ,10.625,1964
Langelandsvej 17 3. tv,2000 Frederiksberg,35.000.000,27-12-2021,68 ,514.706,1895
Søndervangs Allé 63 1. 9,2500 Valby,2.100.000,27-12-2021,58 ,36.207,1939
Tranevej 11,8400 Ebeltoft,870.000,27-12-2021,101 ,8.614,1992
Langelandsvej 17 4. th,2000 Frederiksberg,35.000.000,27-12-2021,127 ,275.591,1895
Bytoften 28,6534 Agerskov,585.600,27-12-2021,132 ,4.436,1969
Pilevej 13,2640 Hedehusene,1.500.000,27-12-2021,137 ,10.949,1952
Teglkåsvej 20,3790 Hasle,3.000.000,27-12-2021,87 ,34.483,1900
Vejlebrovej 44 2. tv,2635 Ishøj,2.100.000,27-12-2021,82 ,25.610,1970
Stenmosevej 11,4550 Asnæs,1.295.000,27-12-2021,61 ,21.230,1981
Fristruphøjvej 270,8800 Viborg,967.650,27-12-2021,109 ,8.878,1990
Heslegårdsvej 4 1. 1,2900 Hellerup,2.350.000,27-12-2021,75 ,31.333,1992
